,id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
54,2670deebfa3f4d69bb82c28ab250a209,EMPLOYEES,"PERSON, ROLE","Employees are individuals contracted to work for an organization, responsible for fulfilling their job roles in accordance with established policies and procedures. They have access to the organization's assets and information, which necessitates a commitment to security and operational integrity. Specifically, employees working for a broker or broker/dealer are involved in the management, maintenance, or operation of critical infrastructures and must adhere to stringent commitments regarding these aspects. Furthermore, it is essential that all employees within the organization are informed and trained on information security policies and practices to ensure compliance and safeguard the organization's resources.",54,,"['157c88864d0f7dad719ab66fbcf59c63' '30879abefd7ec8126047f48d36414666'
 'a40365138add7854a1f5e94509b65345' 'd1a7031eff22cf41326dafad9022b6b3']","[ 0.0386677   0.00711123  0.02999164 ... -0.02697072 -0.01418621
  0.04693293]"
55,404309e89a5241d6bff42c05a45df206,OUTSOURCED ENTITY,"GROUP, ORGANIZATION","An outsourced entity is a third-party organization to which the broker or broker/dealer may delegate the preparation, operation, or maintenance of certain infrastructures, requiring commitments and guarantees for security.",55,,['d1a7031eff22cf41326dafad9022b6b3'],"[-0.03329892 -0.00948714  0.01394891 ... -0.01317397 -0.02017191
  0.03379206]"
56,b785a9025069417f94950ad231bb1441,COMMITMENTS,"CONTRACT, AGREEMENT",Commitments are agreements made by employees and outsourced entities to ensure compliance with security protocols and to provide guarantees against potential damages from breaches.,56,,['d1a7031eff22cf41326dafad9022b6b3'],"[-0.00356772  0.03988318  0.07689571 ... -0.03327128 -0.01350616
  0.0080884 ]"
57,3b6cd96a27304614850709aba1c9598b,ENTITY,"GROUP, ORGANIZATION","An entity refers to any organization or individual involved in a transaction or agreement, particularly in the context of commitments and guarantees.",57,,['09df3d12bc4f38ce5ed7dc650da1f69a'],"[-0.00242086 -0.01599611  0.01687807 ... -0.02829524 -0.00894042
  0.03486766]"
58,d54956b79dd147f894b67a8b97dcbef0,TEHRAN STOCK EXCHANGE,"ORGANIZATION, MARKET","The Tehran Stock Exchange is a prominent marketplace in Iran dedicated to the trading of securities, where a variety of financial instruments are actively bought and sold. This stock exchange operates under the oversight of a Board of Directors, which is responsible for approving trading instructions and ensuring the integrity of the trading process. As a key component of Iran's financial landscape, the Tehran Stock Exchange facilitates investment opportunities and plays a crucial role in the country's economic development.",58,,['09df3d12bc4f38ce5ed7dc650da1f69a' 'bb514959f14d2cb0af141b64f53a9798'],"[-0.03021367 -0.04040479  0.0386663  ...  0.01501691 -0.02208076
 -0.0136581 ]"
59,958beecdb5bb4060948415ffd75d2b03,IRAN FARA BOURSE,"ORGANIZATION, MARKET","Iran Fara Bourse is a trading platform for securities and commodities in Iran, operating alongside the Tehran Stock Exchange.",59,,['09df3d12bc4f38ce5ed7dc650da1f69a'],"[-0.06530144 -0.03756504  0.03337804 ...  0.01110636 -0.02256654
 -0.01550958]"
60,b999ed77e19e4f85b7f1ae79af5c002a,IRAN MERCANTILE EXCHANGE,"ORGANIZATION, MARKET","The Iran Mercantile Exchange is a regulated marketplace that facilitates the trading of a diverse range of commodities and securities, serving as a vital platform for buyers and sellers. It operates under a framework of specific regulations and approvals, ensuring that transactions are conducted in a structured and compliant manner. This exchange plays a crucial role in the economic landscape by providing a transparent environment for market participants to engage in trading activities.",60,,['09df3d12bc4f38ce5ed7dc650da1f69a' 'bb514959f14d2cb0af141b64f53a9798'],"[-0.07121225 -0.02354634  0.01029601 ... -0.01218104 -0.04704859
 -0.01925817]"
61,48c0c4d72da74ff5bb926fa0c856d1a7,INSTRUCTION,"DOCUMENT, REGULATION","An instruction is a formal document outlining requirements and regulations that must be followed by organizations, particularly in the context of securities trading.",61,,['09df3d12bc4f38ce5ed7dc650da1f69a'],"[ 0.00333739  0.01100724 -0.01448997 ... -0.01985663 -0.0226294
  0.00463433]"
62,4f3c97517f794ebfb49c4c6315f9cf23,ISO/IEC 27001:2013,"STANDARD, REGULATION","ISO/IEC 27001:2013 is an internationally recognized standard for information security management systems (ISMS). It outlines comprehensive requirements for establishing, implementing, maintaining, and continually improving an ISMS, thereby providing a robust framework for managing sensitive company information and ensuring its security. The standard emphasizes the importance of security protocols and offers guidelines that organizations can follow to protect their information assets effectively. By adhering to ISO/IEC 27001:2013, organizations can enhance their information security posture and demonstrate their commitment to safeguarding sensitive data.",62,,"['09df3d12bc4f38ce5ed7dc650da1f69a' '157c88864d0f7dad719ab66fbcf59c63'
 '2ce6bda310b8eff70caa6c92ab58f8eb' '30c1cdde36e50007b66e94211d22dc38'
 '4949a368ddb2d7ecec13dd240c0a3f09' '5345b9c601cda3f65934a5f33a85994a'
 '73fa51bdf30e3e99dd32200944a0ffc2' 'a0e24825b0fc7afd37a8b2934f8c0762'
 'aaa3eca778b2ddc6db34d7266fe682d0' 'ab8bd83473e9d2d9165e88b6559d210e'
 'b8034369acace65c64b68347653ae766' 'bb514959f14d2cb0af141b64f53a9798'
 'ddb5e5079083da0edc3897c755dc774e' 'dfba97ff82714d98e7763de88e3742da']","[-0.02128282  0.03947775  0.04516032 ... -0.01750874  0.00616505
  0.02704044]"
63,1745a2485a9443bab76587ad650e9be0,INFORMATION SECURITY MANAGEMENT SYSTEM,"SYSTEM, PROCESS","The Information Security Management System (ISMS) is a comprehensive and systematic framework that organizations implement to manage and protect their sensitive information assets. It ensures the confidentiality, integrity, and availability of data through a structured approach that includes a set of policies, procedures, and controls. The ISMS is designed to effectively manage information security risks while ensuring compliance with relevant standards and regulations. By adopting this framework, organizations can not only safeguard their information but also promote continual improvement in their security practices. Overall, the ISMS serves as a vital tool for organizations to systematically address and mitigate information security challenges.",63,,"['0dadca44a4b33eaddfdf194ef3a75c57' '140b01e3117a1a6255c52586b80c5570'
 '30c1cdde36e50007b66e94211d22dc38' '37c5eb3024fc74909f74577a4084216e'
 '4949a368ddb2d7ecec13dd240c0a3f09' '5345b9c601cda3f65934a5f33a85994a'
 '543602bd3eff3e0b9f6cd085d3da91e1' '7c348f9fa48febce82697546deefc98b'
 '8b12fd3adeb75427677fcc473f6ec790' 'bb514959f14d2cb0af141b64f53a9798'
 'be532224f89ba859dd4bff6ea7fae0cf' 'bfb092983e62e79862fbf0b6e18b514f'
 'c3f63cbf24a117a41c9a467a4b694a8c' 'cfbfaf3a61f9218cd5a6071b1bdb7164']","[-0.00198129  0.05100048  0.03768272 ... -0.00313295 -0.00719923
  0.01954   ]"
64,32e6ccab20d94029811127dbbe424c64,INTERNATIONAL STANDARD,"DOCUMENT, REGULATION","The ""INTERNATIONAL STANDARD"" refers to a formal document that establishes guidelines, specifications, or requirements aimed at ensuring that materials, products, processes, and services are suitable for their intended purposes. This standard serves as a critical framework for organizations, providing a comprehensive set of criteria and guidelines that must be adhered to for the effective management of information security. By following these established standards, organizations can enhance their operational efficiency and ensure compliance with best practices in various sectors.",64,,['c3f63cbf24a117a41c9a467a4b694a8c' 'e7b61ef57ace3def7ec0d0b6c3bbd5bd'],"[-0.01294945  0.02384128  0.03235514 ...  0.01447726 -0.02722958
  0.01541367]"
65,94a964c6992945ebb3833dfdfdc8d655,ANNEX SL,"DOCUMENT, FRAMEWORK","Annex SL is a framework defined in ISO/IEC Directives that provides a high-level structure for management system standards, ensuring compatibility and consistency across different standards.",65,,['e7b61ef57ace3def7ec0d0b6c3bbd5bd'],"[-0.03270559  0.03657677  0.04851877 ... -0.01955532 -0.02122109
  0.01704491]"
66,1eb829d0ace042089f0746f78729696c,ISO/IEC DIRECTIVES,"DOCUMENT, GUIDELINE","ISO/IEC Directives are a set of guidelines that govern the development and structure of international standards, including the common terms and definitions used.",66,,['e7b61ef57ace3def7ec0d0b6c3bbd5bd'],"[-0.00339865 -0.00392512  0.03312095 ... -0.00789985 -0.00224371
  0.01938303]"
67,015e7b58d1a14b44beab3bbc9f912c18,MANAGEMENT SYSTEM STANDARDS,"DOCUMENT, REGULATION",Management system standards are formalized requirements that organizations can follow to ensure effective management of their operations and processes.,67,,['e7b61ef57ace3def7ec0d0b6c3bbd5bd'],"[-0.00794154  0.05094035  0.03021261 ...  0.00378935 -0.01418644
  0.0255315 ]"
68,26f88ab3e2e04c33a459ad6270ade565,ORGANIZATIONS,"GROUP, ENTITY",Organizations are entities that can adopt management system standards to operate effectively and meet various regulatory requirements.,68,,['e7b61ef57ace3def7ec0d0b6c3bbd5bd'],"[ 0.00675992  0.05478972  0.02324345 ... -0.02357645 -0.01121658
  0.02619606]"
69,babe97e1d9784cffa1c85abc1e588126,INTERNATIONAL ORGANIZATION FOR STANDARDIZATION,"ORGANIZATION, ENTITY","The International Organization for Standardization (ISO) is an independent, non-governmental international organization dedicated to the development and publication of standards aimed at ensuring quality, safety, and efficiency across a wide range of industries and sectors. As a prominent international standard development organization, ISO plays a crucial role in establishing benchmarks that facilitate global trade, enhance product quality, and promote best practices in various fields. Through its comprehensive framework, ISO fosters collaboration among stakeholders, ensuring that diverse interests are represented and considered in the standard-setting process.",69,,['37c5eb3024fc74909f74577a4084216e' 'b8034369acace65c64b68347653ae766'],"[ 0.00916254 -0.01186154  0.0018369  ... -0.01900422 -0.0305379
  0.01905106]"
70,1033a18c45aa4584b2aef6ab96890351,UNIVERSITY OF ALBERTA,"ORGANIZATION, EDUCATIONAL INSTITUTION","The University of Alberta is a public research university situated in Alberta, Canada. It is recognized as a licensee of ISO standards, which it utilizes for educational purposes. The institution is actively engaged in the study and application of information security standards, reflecting its commitment to maintaining high educational and operational standards. Additionally, the University of Alberta holds a license from IHS, granting it access to ISO documents, further enhancing its resources and capabilities in the realm of information security and educational excellence.",70,,"['37c5eb3024fc74909f74577a4084216e' '79ed389b3a9d421157159c16f473cfe4'
 'dfba97ff82714d98e7763de88e3742da']","[-0.04209746 -0.03104776  0.05647623 ... -0.03624206 -0.03005612
  0.0227959 ]"
71,c9b8ce91fc2945b4907fe35519339cac,JOHN ALBERT,"PERSON, USER","John Albert is a user affiliated with the University of Alberta, possessing access to ISO standards and related documents under a specific license. This access enables him to utilize these standards for academic or research purposes, reflecting the institution's commitment to providing its users with essential resources for compliance and quality assurance in various fields.",71,,['37c5eb3024fc74909f74577a4084216e' 'dfba97ff82714d98e7763de88e3742da'],"[-0.03597749  0.00628668  0.03292128 ... -0.03549493 -0.01616574
  0.02553544]"
72,fa3c4204421c48609e52c8de2da4c654,INFORMATION SECURITY RISKS,"CONCEPT, RISK","Information security risks encompass potential threats and vulnerabilities that may jeopardize the security of information within an organization. These risks specifically target the confidentiality, integrity, and availability of information, which are critical components of effective information security management. If left unaddressed, such risks can lead to significant adverse consequences for the organization, including data breaches, loss of sensitive information, and disruptions to operations. Therefore, understanding and mitigating information security risks is essential for safeguarding organizational assets and maintaining trust with stakeholders.",72,,"['25cbc034d67a3bf03ef251a684946dee' '37c5eb3024fc74909f74577a4084216e'
 'cfbfaf3a61f9218cd5a6071b1bdb7164']","[ 0.00416371  0.03082722  0.08643831 ... -0.04366681 -0.01317533
  0.04269011]"
73,53af055f068244d0ac861b2e89376495,REQUIREMENTS,"DOCUMENT, SPECIFICATION","The term ""REQUIREMENTS"" encompasses the specific criteria and guidelines established in the ISO standard that organizations must adhere to in order to create and sustain an effective Information Security Management System (ISMS). Additionally, requirements also pertain to the needs and expectations of various interested parties, which include legal, regulatory, and contractual obligations associated with information security. This dual perspective highlights the importance of both standardized protocols and the diverse expectations of stakeholders in the realm of information security governance.",73,,['37c5eb3024fc74909f74577a4084216e' '5345b9c601cda3f65934a5f33a85994a'],[0.01904334 0.05190809 0.06097423 ... 0.01181042 0.00168601 0.02337642]
74,c03ab3ce8cb74ad2a03b94723bfab3c7,INTERESTED PARTIES,"GROUP, STAKEHOLDER","The term ""Interested Parties"" refers to individuals or groups that have a vested interest in the information security management system. This includes a diverse array of stakeholders such as employees, customers, suppliers, and regulatory bodies. These parties are concerned not only with the operational aspects of the information security management system but also with its performance and outcomes. Their engagement is crucial as it ensures that various perspectives are considered in the decision-making process, thereby enhancing the effectiveness and compliance of the information security framework.",74,,['5345b9c601cda3f65934a5f33a85994a' '7c348f9fa48febce82697546deefc98b'],"[-0.00332774  0.00509844  0.04717963 ...  0.00479113 -0.0360813
  0.01002713]"
